,of,heur,run,best_x,best_y,maxeval,neval,N,CR,F
19,dartsscore,DE_N=40_CR=0.4_F=0.6,14678,"[1.7520000000000095, 111.91395200000001]",[-53.82],1000,377.0,40,0.4,0.6
0,dartsscore,DE_N=40_CR=0.5_F=0.4,14679,"[-36.34789560319999, -105.01711999999998]",[-51.8434],1000,inf,40,0.5,0.4
1,dartsscore,DE_N=40_CR=0.5_F=0.4,14680,"[11.38, 110.717472]",[-54.1269],1000,154.0,40,0.5,0.4
2,dartsscore,DE_N=40_CR=0.5_F=0.4,14681,"[-2.257785599999984, 111.03363200000003]",[-54.696],1000,421.0,40,0.5,0.4
3,dartsscore,DE_N=40_CR=0.5_F=0.4,14682,"[-6.081553920000004, 112.25680000000001]",[-52.616],1000,929.0,40,0.5,0.4
4,dartsscore,DE_N=40_CR=0.5_F=0.4,14683,"[-0.8004800000000007, 111.33945635839999]",[-54.592],1000,525.0,40,0.5,0.4
5,dartsscore,DE_N=40_CR=0.5_F=0.4,14684,"[2.283775999999996, 111.65072]",[-54.328],1000,425.0,40,0.5,0.4
6,dartsscore,DE_N=40_CR=0.5_F=0.4,14685,"[-7.896480000000004, 110.076]",[-54.422],1000,458.0,40,0.5,0.4
7,dartsscore,DE_N=40_CR=0.5_F=0.4,14686,"[10.599999999999994, 111.25999999999999]",[-54.0917],1000,51.0,40,0.5,0.4
8,dartsscore,DE_N=40_CR=0.5_F=0.4,14687,"[3.964319999999997, 109.696]",[-52.788],1000,90.0,40,0.5,0.4
9,dartsscore,DE_N=40_CR=0.5_F=0.4,14688,"[-34.833119999999994, -105.39151999999999]",[-51.927],1000,inf,40,0.5,0.4
10,dartsscore,DE_N=40_CR=0.5_F=0.4,14689,"[6.3968000000000025, 111.44819200000002]",[-54.4343],1000,357.0,40,0.5,0.4
11,dartsscore,DE_N=40_CR=0.5_F=0.4,14690,[-10.7 109.8],[-54.205],1000,15.0,40,0.5,0.4
12,dartsscore,DE_N=40_CR=0.5_F=0.4,14691,"[-30.606940159999994, -108.2136379392]",[-49.5862],1000,inf,40,0.5,0.4
13,dartsscore,DE_N=40_CR=0.5_F=0.4,14692,"[9.374355200000004, 109.19151283199999]",[-52.635],1000,667.0,40,0.5,0.4
14,dartsscore,DE_N=40_CR=0.5_F=0.4,14693,"[6.92124031999999, 110.73933440000002]",[-54.4623],1000,746.0,40,0.5,0.4
15,dartsscore,DE_N=40_CR=0.5_F=0.4,14694,"[4.417512447999997, 112.11671065600001]",[-53.112],1000,846.0,40,0.5,0.4
16,dartsscore,DE_N=40_CR=0.5_F=0.4,14695,"[-5.960000000000001, 110.46656]",[-54.764],1000,94.0,40,0.5,0.4
17,dartsscore,DE_N=40_CR=0.5_F=0.4,14696,"[-33.311146226388175, -105.56384]",[-52.0144],1000,inf,40,0.5,0.4
18,dartsscore,DE_N=40_CR=0.5_F=0.4,14697,"[-27.956, -107.43037183999999]",[-52.23],1000,inf,40,0.5,0.4
19,dartsscore,DE_N=40_CR=0.5_F=0.4,14698,"[-5.058707200000003, 109.65583999999998]",[-53.396],1000,889.0,40,0.5,0.4
0,dartsscore,DE_N=40_CR=0.5_F=0.5,14699,[  8.1 110.8],[-54.6955],1000,23.0,40,0.5,0.5
1,dartsscore,DE_N=40_CR=0.5_F=0.5,14700,"[-36.0, -105.20000000000002]",[-51.851],1000,inf,40,0.5,0.5
2,dartsscore,DE_N=40_CR=0.5_F=0.5,14701,"[-12.267578125000021, 111.46628417968749]",[-52.5185],1000,513.0,40,0.5,0.5
3,dartsscore,DE_N=40_CR=0.5_F=0.5,14702,"[2.048437500000002, 110.40624999999999]",[-54.468],1000,712.0,40,0.5,0.5
4,dartsscore,DE_N=40_CR=0.5_F=0.5,14703,"[-6.7, 111.6390625]",[-53.836],1000,182.0,40,0.5,0.5
5,dartsscore,DE_N=40_CR=0.5_F=0.5,14704,"[-3.7484375000000068, 111.31640625]",[-54.376],1000,569.0,40,0.5,0.5
6,dartsscore,DE_N=40_CR=0.5_F=0.5,14705,"[4.162499999999994, 112.3]",[-52.564],1000,764.0,40,0.5,0.5
7,dartsscore,DE_N=40_CR=0.5_F=0.5,14706,"[4.436718750000011, 113.1234375]",[-49.812],1000,inf,40,0.5,0.5
8,dartsscore,DE_N=40_CR=0.5_F=0.5,14707,"[2.5500000000000025, 110.61249999999998]",[-54.776],1000,839.0,40,0.5,0.5
9,dartsscore,DE_N=40_CR=0.5_F=0.5,14708,"[-2.6000000000000014, 110.75]",[-54.704],1000,146.0,40,0.5,0.5
10,dartsscore,DE_N=40_CR=0.5_F=0.5,14709,"[8.624999999999996, 110.35000000000001]",[-54.5904],1000,446.0,40,0.5,0.5
11,dartsscore,DE_N=40_CR=0.5_F=0.5,14710,"[-39.825, -103.355859375]",[-52.0372],1000,inf,40,0.5,0.5
12,dartsscore,DE_N=40_CR=0.5_F=0.5,14711,"[69.35625, 86.69687499999998]",[-49.2336],1000,inf,40,0.5,0.5
13,dartsscore,DE_N=40_CR=0.5_F=0.5,14712,"[-3.131250000000005, 109.86875]",[-53.384],1000,442.0,40,0.5,0.5
14,dartsscore,DE_N=40_CR=0.5_F=0.5,14713,"[7.206250000000011, 111.171875]",[-54.636],1000,229.0,40,0.5,0.5
15,dartsscore,DE_N=40_CR=0.5_F=0.5,14714,"[10.100000000000003, 109.58203125]",[-53.8566],1000,981.0,40,0.5,0.5
16,dartsscore,DE_N=40_CR=0.5_F=0.5,14715,"[-34.28593749999999, -104.09375]",[-49.9168],1000,inf,40,0.5,0.5
17,dartsscore,DE_N=40_CR=0.5_F=0.5,14716,"[1.4, 110.22500000000001]",[-54.316],1000,467.0,40,0.5,0.5
18,dartsscore,DE_N=40_CR=0.5_F=0.5,14717,"[0.950781250000005, 111.58886718749999]",[-54.48],1000,853.0,40,0.5,0.5
19,dartsscore,DE_N=40_CR=0.5_F=0.5,14718,"[-1.3812500000000005, 111.09375]",[-54.812],1000,464.0,40,0.5,0.5
0,dartsscore,DE_N=40_CR=0.5_F=0.6,14719,"[-2.5, 111.18]",[-54.712],1000,199.0,40,0.5,0.6
1,dartsscore,DE_N=40_CR=0.5_F=0.6,14720,"[1.8800000000000097, 111.29599999999999]",[-54.66],1000,624.0,40,0.5,0.6
2,dartsscore,DE_N=40_CR=0.5_F=0.6,14721,"[-31.68850604032, -104.98115481600001]",[-50.0802],1000,inf,40,0.5,0.6
3,dartsscore,DE_N=40_CR=0.5_F=0.6,14722,"[1.097950791679981, 110.02]",[-54.028],1000,614.0,40,0.5,0.6
4,dartsscore,DE_N=40_CR=0.5_F=0.6,14723,"[-3.5, 110.53686400000001]",[-54.788],1000,487.0,40,0.5,0.6
5,dartsscore,DE_N=40_CR=0.5_F=0.6,14724,"[5.8650334719999995, 110.656416]",[-54.832],1000,882.0,40,0.5,0.6
6,dartsscore,DE_N=40_CR=0.5_F=0.6,14725,"[-1.2919999999999998, 111.53369599999999]",[-54.336],1000,441.0,40,0.5,0.6
7,dartsscore,DE_N=40_CR=0.5_F=0.6,14726,"[-38.03999999999999, -103.95999999999998]",[-52.155],1000,inf,40,0.5,0.6
8,dartsscore,DE_N=40_CR=0.5_F=0.6,14727,"[-8.09247743999999, 110.71487744]",[-54.7695],1000,701.0,40,0.5,0.6
9,dartsscore,DE_N=40_CR=0.5_F=0.6,14728,"[-8.292000000000005, 110.23360000000001]",[-54.3295],1000,293.0,40,0.5,0.6
10,dartsscore,DE_N=40_CR=0.5_F=0.6,14729,"[-0.3, 109.802176]",[-53.392],1000,229.0,40,0.5,0.6
11,dartsscore,DE_N=40_CR=0.5_F=0.6,14730,"[8.762566896026392, 109.09803173191678]",[-52.2713],1000,inf,40,0.5,0.6
12,dartsscore,DE_N=40_CR=0.5_F=0.6,14731,"[11.5, 110.54400000000001]",[-54.2507],1000,157.0,40,0.5,0.6
13,dartsscore,DE_N=40_CR=0.5_F=0.6,14732,"[11.555999999999997, 109.46]",[-53.1611],1000,66.0,40,0.5,0.6
14,dartsscore,DE_N=40_CR=0.5_F=0.6,14733,"[3.707200000000004, 111.32]",[-54.672],1000,511.0,40,0.5,0.6
15,dartsscore,DE_N=40_CR=0.5_F=0.6,14734,"[-4.282560000000004, 110.6397632]",[-54.72],1000,472.0,40,0.5,0.6
16,dartsscore,DE_N=40_CR=0.5_F=0.6,14735,"[-32.687999999999995, -105.96582399999998]",[-51.6458],1000,inf,40,0.5,0.6
17,dartsscore,DE_N=40_CR=0.5_F=0.6,14736,"[4.718400000000001, 110.30622079999998]",[-54.46],1000,478.0,40,0.5,0.6
18,dartsscore,DE_N=40_CR=0.5_F=0.6,14737,"[63.234007603200006, 90.60016000000002]",[-49.194],1000,inf,40,0.5,0.6
19,dartsscore,DE_N=40_CR=0.5_F=0.6,14738,"[-10.748881919999997, 110.72792319999999]",[-54.476],1000,657.0,40,0.5,0.6
0,dartsscore,DE_N=40_CR=0.6_F=0.4,14739,"[-33.314549760000006, -105.79536896000002]",[-51.8472],1000,inf,40,0.6,0.4
1,dartsscore,DE_N=40_CR=0.6_F=0.4,14740,"[-23.442515200000006, -108.00000000000001]",[-51.4074],1000,inf,40,0.6,0.4
2,dartsscore,DE_N=40_CR=0.6_F=0.4,14741,"[-0.5959999999999983, 110.22606208]",[-54.452],1000,380.0,40,0.6,0.4
3,dartsscore,DE_N=40_CR=0.6_F=0.4,14742,"[-34.25937336320001, -105.2219456]",[-52.155],1000,inf,40,0.6,0.4
4,dartsscore,DE_N=40_CR=0.6_F=0.4,14743,"[-35.01661209600001, -104.57600000000001]",[-51.6838],1000,inf,40,0.6,0.4
5,dartsscore,DE_N=40_CR=0.6_F=0.4,14744,"[2.3023718399999975, 110.3073136128]",[-54.504],1000,403.0,40,0.6,0.4
6,dartsscore,DE_N=40_CR=0.6_F=0.4,14745,"[-34.158694912000016, -105.22432000000002]",[-52.0448],1000,inf,40,0.6,0.4
7,dartsscore,DE_N=40_CR=0.6_F=0.4,14746,"[7.907308799999998, 110.21597824]",[-54.4246],1000,359.0,40,0.6,0.4
8,dartsscore,DE_N=40_CR=0.6_F=0.4,14747,"[-32.75741056000002, -106.430713088]",[-52.041],1000,inf,40,0.6,0.4
9,dartsscore,DE_N=40_CR=0.6_F=0.4,14748,"[7.28794569727998, 112.31640869888002]",[-52.488],1000,inf,40,0.6,0.4
10,dartsscore,DE_N=40_CR=0.6_F=0.4,14749,"[-22.982518374400016, -108.78197888000003]",[-51.0662],1000,inf,40,0.6,0.4
11,dartsscore,DE_N=40_CR=0.6_F=0.4,14750,"[-25.131518986239993, -107.73121476607997]",[-51.9816],1000,inf,40,0.6,0.4
12,dartsscore,DE_N=40_CR=0.6_F=0.4,14751,"[10.626635520000002, 109.42199040000001]",[-53.4417],1000,517.0,40,0.6,0.4
13,dartsscore,DE_N=40_CR=0.6_F=0.4,14752,"[-0.13858847584830222, 0.24214496051847562]",[-48.705],1000,inf,40,0.6,0.4
14,dartsscore,DE_N=40_CR=0.6_F=0.4,14753,"[-9.510368, 111.557152]",[-53.888],1000,515.0,40,0.6,0.4
15,dartsscore,DE_N=40_CR=0.6_F=0.4,14754,"[-26.96, -107.54239999999999]",[-51.984],1000,inf,40,0.6,0.4
16,dartsscore,DE_N=40_CR=0.6_F=0.4,14755,"[9.32976972799999, 111.17177625599999]",[-54.3333],1000,698.0,40,0.6,0.4
17,dartsscore,DE_N=40_CR=0.6_F=0.4,14756,"[-10.187722539827199, 109.76732514304001]",[-53.661],1000,641.0,40,0.6,0.4
18,dartsscore,DE_N=40_CR=0.6_F=0.4,14757,"[-7.762094848000009, 110.848]",[-54.864],1000,221.0,40,0.6,0.4
19,dartsscore,DE_N=40_CR=0.6_F=0.4,14758,"[-30.343199999999996, -107.21499443199998]",[-51.5964],1000,inf,40,0.6,0.4
0,dartsscore,DE_N=40_CR=0.6_F=0.5,14759,"[-32.79375000000002, -106.67578125]",[-51.5546],1000,inf,40,0.6,0.5
1,dartsscore,DE_N=40_CR=0.6_F=0.5,14760,"[4.298437500000001, 111.26875000000001]",[-54.528],1000,319.0,40,0.6,0.5
2,dartsscore,DE_N=40_CR=0.6_F=0.5,14761,"[-23.7, -109.203515625]",[-50.7968],1000,inf,40,0.6,0.5
3,dartsscore,DE_N=40_CR=0.6_F=0.5,14762,"[-39.825, -103.12968749999999]",[-52.1286],1000,inf,40,0.6,0.5
4,dartsscore,DE_N=40_CR=0.6_F=0.5,14763,"[-31.44589843749999, -106.95624999999998]",[-52.0448],1000,inf,40,0.6,0.5
5,dartsscore,DE_N=40_CR=0.6_F=0.5,14764,"[7.0, 109.4]",[-53.0484],1000,516.0,40,0.6,0.5
6,dartsscore,DE_N=40_CR=0.6_F=0.5,14765,"[-5.9218749999999964, 112.075]",[-53.084],1000,206.0,40,0.6,0.5
7,dartsscore,DE_N=40_CR=0.6_F=0.5,14766,"[-46.01250000000001, -101.171875]",[-50.7632],1000,inf,40,0.6,0.5
8,dartsscore,DE_N=40_CR=0.6_F=0.5,14767,"[-22.999999999999996, -108.225]",[-51.4784],1000,inf,40,0.6,0.5
9,dartsscore,DE_N=40_CR=0.6_F=0.5,14768,"[-2.1312499999999988, 112.36406250000002]",[-53.016],1000,614.0,40,0.6,0.5
10,dartsscore,DE_N=40_CR=0.6_F=0.5,14769,"[7.818750000000003, 110.20781250000002]",[-54.5463],1000,748.0,40,0.6,0.5
11,dartsscore,DE_N=40_CR=0.6_F=0.5,14770,"[-39.86298828125, -103.70341796874999]",[-51.9726],1000,inf,40,0.6,0.5
12,dartsscore,DE_N=40_CR=0.6_F=0.5,14771,"[61.5716796875, 92.52031250000002]",[-49.0932],1000,inf,40,0.6,0.5
13,dartsscore,DE_N=40_CR=0.6_F=0.5,14772,"[-0.3312500000000036, 109.98125000000002]",[-53.616],1000,301.0,40,0.6,0.5
14,dartsscore,DE_N=40_CR=0.6_F=0.5,14773,"[66.44999999999999, 88.67500000000001]",[-49.3704],1000,inf,40,0.6,0.5
15,dartsscore,DE_N=40_CR=0.6_F=0.5,14774,"[6.6000000000000005, 112.4]",[-52.076],1000,inf,40,0.6,0.5
16,dartsscore,DE_N=40_CR=0.6_F=0.5,14775,"[-37.67187500000001, -105.1]",[-51.7712],1000,inf,40,0.6,0.5
17,dartsscore,DE_N=40_CR=0.6_F=0.5,14776,"[-5.342187499999995, 111.275]",[-54.536],1000,505.0,40,0.6,0.5
18,dartsscore,DE_N=40_CR=0.6_F=0.5,14777,"[-2.0812500000000007, 109.58749999999999]",[-52.76],1000,475.0,40,0.6,0.5
19,dartsscore,DE_N=40_CR=0.6_F=0.5,14778,"[-31.415624999999988, -106.534765625]",[-52.1018],1000,inf,40,0.6,0.5
0,dartsscore,DE_N=40_CR=0.6_F=0.6,14779,"[-10.662592, 110.81218048000001]",[-54.3715],1000,473.0,40,0.6,0.6
1,dartsscore,DE_N=40_CR=0.6_F=0.6,14780,"[4.6628864000000005, 109.9086336]",[-54.116],1000,404.0,40,0.6,0.6
2,dartsscore,DE_N=40_CR=0.6_F=0.6,14781,"[1.8, 110.7664]",[-54.72],1000,245.0,40,0.6,0.6
3,dartsscore,DE_N=40_CR=0.6_F=0.6,14782,"[-27.436339200000006, -107.997563648]",[-51.9108],1000,inf,40,0.6,0.6
4,dartsscore,DE_N=40_CR=0.6_F=0.6,14783,"[-7.4199999999999875, 112.0]",[-53.184],1000,72.0,40,0.6,0.6
5,dartsscore,DE_N=40_CR=0.6_F=0.6,14784,"[-2.2566504960000184, 111.07776]",[-54.696],1000,946.0,40,0.6,0.6
6,dartsscore,DE_N=40_CR=0.6_F=0.6,14785,"[-38.093945856, -103.05473912832]",[-50.7528],1000,inf,40,0.6,0.6
7,dartsscore,DE_N=40_CR=0.6_F=0.6,14786,"[4.0, 110.14867968]",[-54.18],1000,525.0,40,0.6,0.6
8,dartsscore,DE_N=40_CR=0.6_F=0.6,14787,"[-5.038271999999998, 111.84150400000001]",[-53.628],1000,534.0,40,0.6,0.6
9,dartsscore,DE_N=40_CR=0.6_F=0.6,14788,"[-0.43411200000001315, 109.43288724479997]",[-52.46],1000,inf,40,0.6,0.6
10,dartsscore,DE_N=40_CR=0.6_F=0.6,14789,"[-1.7739632639999936, 112.19984000000001]",[-52.8],1000,738.0,40,0.6,0.6
11,dartsscore,DE_N=40_CR=0.6_F=0.6,14790,"[-12.2, 110.72432000000002]",[-53.918],1000,217.0,40,0.6,0.6
12,dartsscore,DE_N=40_CR=0.6_F=0.6,14791,"[-4.318943999999998, 111.46239872]",[-54.376],1000,403.0,40,0.6,0.6
13,dartsscore,DE_N=40_CR=0.6_F=0.6,14792,"[-11.7, 110.73599999999999]",[-53.967],1000,68.0,40,0.6,0.6
14,dartsscore,DE_N=40_CR=0.6_F=0.6,14793,"[0.16639590399997672, 111.96128]",[-53.644],1000,870.0,40,0.6,0.6
15,dartsscore,DE_N=40_CR=0.6_F=0.6,14794,"[-27.712000000000003, -108.1208]",[-51.4244],1000,inf,40,0.6,0.6
16,dartsscore,DE_N=40_CR=0.6_F=0.6,14795,"[-9.499999999999993, 112.52]",[-50.7355],1000,inf,40,0.6,0.6
17,dartsscore,DE_N=40_CR=0.6_F=0.6,14796,"[-5.7, 109.783015168]",[-53.7],1000,403.0,40,0.6,0.6
18,dartsscore,DE_N=40_CR=0.6_F=0.6,14797,"[-7.300164403199997, 110.89343385599999]",[-54.808],1000,481.0,40,0.6,0.6
19,dartsscore,DE_N=40_CR=0.6_F=0.6,14798,"[-27.876799999999978, -107.5]",[-52.0372],1000,inf,40,0.6,0.6
0,dartsscore,DE_N=60_CR=0.4_F=0.4,14799,"[-2.2909631999999993, 112.11625599999999]",[-53.188],1000,458.0,60,0.4,0.4
1,dartsscore,DE_N=60_CR=0.4_F=0.4,14800,"[-3.113599999999999, 113.042336]",[-49.556],1000,inf,60,0.4,0.4
2,dartsscore,DE_N=60_CR=0.4_F=0.4,14801,"[-34.80747683840001, -105.75763199999999]",[-52.0714],1000,inf,60,0.4,0.4
3,dartsscore,DE_N=60_CR=0.4_F=0.4,14802,"[-44.599999999999994, -101.82239999999999]",[-51.7368],1000,inf,60,0.4,0.4
4,dartsscore,DE_N=60_CR=0.4_F=0.4,14803,"[-7.686048000000009, 109.78208000000001]",[-53.8225],1000,466.0,60,0.4,0.4
5,dartsscore,DE_N=60_CR=0.4_F=0.4,14804,"[-35.70362367999999, -104.75312000000001]",[-52.0904],1000,inf,60,0.4,0.4
6,dartsscore,DE_N=60_CR=0.4_F=0.4,14805,"[-5.817439999999991, 110.4024]",[-54.384],1000,829.0,60,0.4,0.4
7,dartsscore,DE_N=60_CR=0.4_F=0.4,14806,"[5.677280000000007, 109.53411071999999]",[-53.22],1000,484.0,60,0.4,0.4
8,dartsscore,DE_N=60_CR=0.4_F=0.4,14807,"[-0.5, 110.37487999999998]",[-54.372],1000,768.0,60,0.4,0.4
9,dartsscore,DE_N=60_CR=0.4_F=0.4,14808,"[-1.3961599999999983, 109.58480640000002]",[-52.632],1000,611.0,60,0.4,0.4
10,dartsscore,DE_N=60_CR=0.4_F=0.4,14809,"[-29.172800000000002, -107.20550399999999]",[-51.9726],1000,inf,60,0.4,0.4
11,dartsscore,DE_N=60_CR=0.4_F=0.4,14810,"[-9.0, 109.28032000000002]",[-52.7375],1000,285.0,60,0.4,0.4
12,dartsscore,DE_N=60_CR=0.4_F=0.4,14811,[-2.2  1.4],[-46.5025],1000,inf,60,0.4,0.4
13,dartsscore,DE_N=60_CR=0.4_F=0.4,14812,[ -5.9 112. ],[-53.38],1000,7.0,60,0.4,0.4
14,dartsscore,DE_N=60_CR=0.4_F=0.4,14813,"[12.211377920000013, 109.83591679999998]",[-53.1474],1000,808.0,60,0.4,0.4
15,dartsscore,DE_N=60_CR=0.4_F=0.4,14814,"[5.672384000000008, 109.44]",[-52.844],1000,761.0,60,0.4,0.4
16,dartsscore,DE_N=60_CR=0.4_F=0.4,14815,"[0.6704000000000008, 110.85280000000002]",[-54.832],1000,867.0,60,0.4,0.4
17,dartsscore,DE_N=60_CR=0.4_F=0.4,14816,"[6.50237568, 110.6032]",[-54.784],1000,691.0,60,0.4,0.4
18,dartsscore,DE_N=60_CR=0.4_F=0.4,14817,[0.3 0.6],[-48.4375],1000,inf,60,0.4,0.4
19,dartsscore,DE_N=60_CR=0.4_F=0.4,14818,"[11.697248000000005, 111.12720000000002]",[-53.4496],1000,643.0,60,0.4,0.4
0,dartsscore,DE_N=60_CR=0.4_F=0.5,14819,"[-3.7656249999999987, 110.01875000000001]",[-53.968],1000,853.0,60,0.4,0.5
1,dartsscore,DE_N=60_CR=0.4_F=0.5,14820,"[2.1499999999999986, 110.875]",[-54.744],1000,503.0,60,0.4,0.5
2,dartsscore,DE_N=60_CR=0.4_F=0.5,14821,"[-3.8812499999999988, 110.8921875]",[-54.736],1000,756.0,60,0.4,0.5
3,dartsscore,DE_N=60_CR=0.4_F=0.5,14822,[ -1.3 109.7],[-52.9],1000,14.0,60,0.4,0.5
4,dartsscore,DE_N=60_CR=0.4_F=0.5,14823,"[-42.1, -102.57499999999999]",[-52.0478],1000,inf,60,0.4,0.5
5,dartsscore,DE_N=60_CR=0.4_F=0.5,14824,"[-38.137499999999996, -103.90625000000001]",[-51.813],1000,inf,60,0.4,0.5
6,dartsscore,DE_N=60_CR=0.4_F=0.5,14825,"[-11.162499999999994, 109.4]",[-53.1345],1000,276.0,60,0.4,0.5
7,dartsscore,DE_N=60_CR=0.4_F=0.5,14826,"[0.19374999999999853, 111.8375]",[-53.76],1000,981.0,60,0.4,0.5
8,dartsscore,DE_N=60_CR=0.4_F=0.5,14827,"[6.199999999999989, 111.4875]",[-54.296],1000,213.0,60,0.4,0.5
9,dartsscore,DE_N=60_CR=0.4_F=0.5,14828,"[-41.675, -103.39999999999999]",[-52.064],1000,inf,60,0.4,0.5
10,dartsscore,DE_N=60_CR=0.4_F=0.5,14829,"[73.061328125, 83.9]",[-49.1686],1000,inf,60,0.4,0.5
11,dartsscore,DE_N=60_CR=0.4_F=0.5,14830,"[-6.5843750000000085, 110.1125]",[-54.116],1000,548.0,60,0.4,0.5
12,dartsscore,DE_N=60_CR=0.4_F=0.5,14831,"[-43.29062500000001, -101.98125000000002]",[-52.0516],1000,inf,60,0.4,0.5
13,dartsscore,DE_N=60_CR=0.4_F=0.5,14832,"[-8.950000000000001, 111.6]",[-53.5555],1000,206.0,60,0.4,0.5
14,dartsscore,DE_N=60_CR=0.4_F=0.5,14833,"[0.2, 110.08125000000001]",[-53.888],1000,924.0,60,0.4,0.5
15,dartsscore,DE_N=60_CR=0.4_F=0.5,14834,"[11.784374999999997, 109.51249999999999]",[-53.0799],1000,750.0,60,0.4,0.5
16,dartsscore,DE_N=60_CR=0.4_F=0.5,14835,"[-12.506249999999994, 110.56250000000001]",[-53.407],1000,378.0,60,0.4,0.5
17,dartsscore,DE_N=60_CR=0.4_F=0.5,14836,"[13.678124999999993, 109.259375]",[-49.3445],1000,inf,60,0.4,0.5
18,dartsscore,DE_N=60_CR=0.4_F=0.5,14837,"[-24.71171875, -108.2875]",[-52.039],1000,inf,60,0.4,0.5
19,dartsscore,DE_N=60_CR=0.4_F=0.5,14838,"[-39.077734374999984, -104.45859375]",[-51.7636],1000,inf,60,0.4,0.5
0,dartsscore,DE_N=60_CR=0.4_F=0.6,14839,"[-5.893600000000006, 112.06800000000001]",[-53.38],1000,703.0,60,0.4,0.6
1,dartsscore,DE_N=60_CR=0.4_F=0.6,14840,"[-10.5, 110.66]",[-54.5705],1000,104.0,60,0.4,0.6
2,dartsscore,DE_N=60_CR=0.4_F=0.6,14841,"[1.3048000000000073, 109.61359999999999]",[-52.732],1000,504.0,60,0.4,0.6
3,dartsscore,DE_N=60_CR=0.4_F=0.6,14842,"[3.080288000000003, 110.768]",[-54.732],1000,725.0,60,0.4,0.6
4,dartsscore,DE_N=60_CR=0.4_F=0.6,14843,"[-33.01359999999999, -106.55174400000001]",[-51.8206],1000,inf,60,0.4,0.6
5,dartsscore,DE_N=60_CR=0.4_F=0.6,14844,"[-0.6, 111.38080383999997]",[-54.564],1000,604.0,60,0.4,0.6
6,dartsscore,DE_N=60_CR=0.4_F=0.6,14845,"[-6.128895999999985, 109.529088]",[-52.9475],1000,587.0,60,0.4,0.6
7,dartsscore,DE_N=60_CR=0.4_F=0.6,14846,"[-28.884104703999984, -107.26078719999997]",[-52.1322],1000,inf,60,0.4,0.6
8,dartsscore,DE_N=60_CR=0.4_F=0.6,14847,"[-26.260000000000005, -108.29968]",[-52.0202],1000,inf,60,0.4,0.6
9,dartsscore,DE_N=60_CR=0.4_F=0.6,14848,"[-0.9599999999999964, 111.0071744]",[-54.792],1000,334.0,60,0.4,0.6
10,dartsscore,DE_N=60_CR=0.4_F=0.6,14849,"[-2.4085376000000167, 109.55981439999998]",[-52.688],1000,770.0,60,0.4,0.6
11,dartsscore,DE_N=60_CR=0.4_F=0.6,14850,"[-40.43999999999999, -103.66079999999998]",[-51.9384],1000,inf,60,0.4,0.6
12,dartsscore,DE_N=60_CR=0.4_F=0.6,14851,"[67.62143999999999, 88.08]",[-49.1472],1000,inf,60,0.4,0.6
13,dartsscore,DE_N=60_CR=0.4_F=0.6,14852,"[-31.608000000000004, -104.76]",[-49.9662],1000,inf,60,0.4,0.6
14,dartsscore,DE_N=60_CR=0.4_F=0.6,14853,"[-8.976000000000006, 110.60000000000001]",[-54.55],1000,251.0,60,0.4,0.6
15,dartsscore,DE_N=60_CR=0.4_F=0.6,14854,"[0.18316159999999115, 113.07826304]",[-50.484],1000,inf,60,0.4,0.6
16,dartsscore,DE_N=60_CR=0.4_F=0.6,14855,"[-47.1, -101.04592000000001]",[-49.6614],1000,inf,60,0.4,0.6
17,dartsscore,DE_N=60_CR=0.4_F=0.6,14856,"[11.9, 110.50334079999998]",[-53.5239],1000,427.0,60,0.4,0.6
18,dartsscore,DE_N=60_CR=0.4_F=0.6,14857,"[-0.016959999999998754, 111.23199999999999]",[-54.504],1000,896.0,60,0.4,0.6
19,dartsscore,DE_N=60_CR=0.4_F=0.6,14858,"[-9.747999999999998, 110.136]",[-54.4275],1000,294.0,60,0.4,0.6
0,dartsscore,DE_N=60_CR=0.5_F=0.4,14859,"[-2.449600000000001, 110.132]",[-54.172],1000,138.0,60,0.5,0.4
1,dartsscore,DE_N=60_CR=0.5_F=0.4,14860,"[-5.834220800000003, 110.92995200000001]",[-54.656],1000,480.0,60,0.5,0.4
2,dartsscore,DE_N=60_CR=0.5_F=0.4,14861,"[1.3425717964800055, 109.345024768]",[-52.06],1000,inf,60,0.5,0.4
3,dartsscore,DE_N=60_CR=0.5_F=0.4,14862,"[-30.819423999999994, -107.54880000000001]",[-51.2886],1000,inf,60,0.5,0.4
4,dartsscore,DE_N=60_CR=0.5_F=0.4,14863,"[-39.84882816, -102.92962483200002]",[-51.6002],1000,inf,60,0.5,0.4
5,dartsscore,DE_N=60_CR=0.5_F=0.4,14864,"[10.924160000000033, 110.81276800000002]",[-54.349],1000,620.0,60,0.5,0.4
6,dartsscore,DE_N=60_CR=0.5_F=0.4,14865,"[-35.834559999999996, -102.0872]",[-44.536],1000,inf,60,0.5,0.4
7,dartsscore,DE_N=60_CR=0.5_F=0.4,14866,"[-32.090464000000004, -106.16400000000002]",[-52.1892],1000,inf,60,0.5,0.4
8,dartsscore,DE_N=60_CR=0.5_F=0.4,14867,"[-36.0, -105.55999999999999]",[-51.7674],1000,inf,60,0.5,0.4
9,dartsscore,DE_N=60_CR=0.5_F=0.4,14868,"[-4.84, 111.814272]",[-53.812],1000,486.0,60,0.5,0.4
10,dartsscore,DE_N=60_CR=0.5_F=0.4,14869,"[-30.355294105600017, -106.43302400000002]",[-52.193],1000,inf,60,0.5,0.4
